sentence	type	point
gen chắc chắn đáng tiền positive	POS	4
đầm giá mềm mà chất lượng ok positive positive positive	POS	4
chất lượng sản phẩm tuyệt vời positive positive	POS	5
vừa phủ mông thôi	NEU	3
mong sẽ hết liệu trình sẽ giảm được về số cân mong muốn positive positive	NEU	3
chất vải đẹp tư vấn rất ư là thân thiện positive positive	POS	5
chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh positive positive	POS	5
v1 mình 85 mặc vào chỉ cần chỉnh dây lại là vừa khít nhưng vẫn còn hơi rộng	POS	5
chất lượng sản phẩm tuyệt vời positive positive	POS	5
cơ bản cũng tàm tạm thanh sắt hơi mỏng nhưng so với giá tiền thì phù hợp notnag  cũng chẳng rẻ nagative positive	NEU	3
tạm được bởi vì áo thun positive	NEU	3
báo hàng có sẵn mà mãi ngày thứ 3 mới cho hàng đi vải tệ fom còn tệ hơn thất vọng toàn tập nagative nagative nagative	NEG	1
chất vải poly mỏng mặc mát nagative	POS	4
cửa hàng lớn cũng không chăm sóc không kiểu như vậy đâu bạn nhé	NEG	1
ai đang phân vân có nen đặt hàng không thì đặt đi nhé	POS	4
chất thì nóng kinh khủng	NEG	1
áo đẹp lắm ok lắm luôn positive positive	POS	5
bộ dán mua 2 bộ đưa 2 bộ giống nhau chả hiểu kiểu gì	NEG	2
thời gian giao hàng rất nhanh	POS	4
áo dày dặn nặng tay hơi có mùi màu đẹp đáng tiền nagative positive	POS	4
giao hàng cùng trong nội thành mà đến hơi chậm nagative	NEG	2
đóng gói sản phẩm rất đẹp và chắc chắn positive positive	POS	4
bị sứt chỉ một ít nhưng không sao tự vá lại được nói chung positive nagative positive	POS	4
màu in nhạt vải mặc nóng	NEG	1
form notpos  lắm	NEG	1
chất vải đẹp giá cả phải chăng positive	POS	4
nhug giá rất mềm positive	NEU	3
dùng hiện tại thấy oke	NEU	3
giao sai màu nagative	NEG	2
chất rất thích positive	POS	5
đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời positive positive positive positive positive positive positive positive	POS	5
chất phù hợp với giá tiền nói chung là nhận xong rất là ưng positive positive	POS	5
áo như áo bà ba ấy mềm notpos  như ảnh positive	NEG	2
với số tiền sale vậy là phù hợp positive	POS	4
tận tình chăm sóc khách hàng	POS	4
đóng gói sản phẩm rất đẹp và chắc chắn phom áo ok positive positive positive	POS	5
chất lượng sản phẩm tốt hơi thừa nhiều chỉ positive positive	NEU	3
đóng gói chắc chắn màu lên đẹp cảm ơn cửa hàng positive positive positive	POS	5
mình đặt dài đỏ đen ngắn nhưng giao lộn thàng đen dài ngắn đỏ nagative nagative nagative	NEG	2
cỡ notpos 	NEG	1
chủ cửa hàng rất dễ thương mình hỏi 7749 tỉ cái ảnh nhưng vẫn nhiệt tình trả lời positive positive	POS	5
giá rẻ nhưng chất lượng sản phẩm tốt chuẩn nhật positive positive positive	POS	5
sản phẩm ở ngoài đẹp hơn trên hình mang siêu êm luôn positive positive positive positive positive positive	POS	5
áo không như ảnh	NEG	2
giao sai mau mot bo vang thanh xanh nagative	NEG	2
sao lại bỏ sịp trong bì nolong trong thế cửa hàng nagative nagative trúng anh shiper đẹp chai nửa chứ nagative nagative positive	NEG	2
hàng đẹp giá chuẩn nhưng chỗ gắn hoa vào hơi bị đùng chút positive positive nagative	NEU	3
form áo vừa vặn tay áo hơi chật với mình nagative	NEU	3
đóng gói đẹp positive	POS	4
tạm tiền nào của đấy hơi mỏng mặc được nagative positive	NEU	3
thích lắm ạk positive	POS	5
quần may đẹp vải tốt có điều to quá hic hic hơi to quá so với kiểu ống bự hay s ấy mình mặc cỡ xl do mình mập lắm mà ống vẫn siêu to như váy luôn positive nên mấy bạn mua consider cỡ nhỏ xuống 1 cỡ chắc vừa đấy positive positive positive	NEU	3
chất lượng ok positive positive	NEU	3
không giống hình lắm nhưng chất lượng sản phẩm tốt positive positive	POS	4
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời giày ok lắm luôn ạ positive positive positive positive positive positive positive	POS	5
cảm on cửa hàng	POS	4
sản phẩm xuất xứ rõ ràng giao hàng nhanh phục vụ tốt nhưng nhờ cửa hàng lấy chai hạn sử dụng tháng 12 2019 nhưng cửa hàng lại đưa hạn sử dụng tháng 5 positive	NEU	3
vải đẹp xuất sắc positive	POS	5
cửa hàng phục vui vẻ tận tình positive	POS	4
chất lượng sản phẩm tuyệt vời nhưng giao notpos  màu khách đặt positive positive	NEU	3
quần hơi rộng	NEG	2
đóng gói sản phẩm kém mở bao ra dính rách hết 2 miếng tả nagative	NEG	2
giá quá rẻ cho 1 bộ ngủ positive positive	POS	5
hàng chất lượng ạ positive	POS	4
đẹp như hình positive	POS	4
quá đẹp so với giá tiền positive	POS	5
quần ok positive	NEU	3
chất lượng sản phẩm tuyệt vời nhưng thiếu hộp em nha anh positive positive nagative	NEU	3
nagative nagative nagative nagative	NEU	3
váy đẹp giao hàng nhanh ạ positive	POS	4
nói chung là cực kì ưng ý ln positive	POS	5
sản phẩm tạm được positive	NEU	3
đóng gói sản phẩm rất đẹp và chắc chắn positive positive	POS	5
đóng gói sản phẩm rất đẹp và chắc chắn positive positive	POS	5
chất lượng sản phẩm kém positive	NEG	1
áo đẹp mặc vừa với mình ủng hộ cửa hàng positive	POS	4
nói chung sản phẩm tương xứng giá tiền	POS	4
quần đẹp positive	POS	4
cảm ơn cửa hàng positive	POS	5
áo không đến nỗi nào	NEU	3
đồ rất ưng positive	POS	5
áo đẹp hàng chữ sắc nét chất sờ thích tay cửa hàng nhẹ nhang lịch sự uy tín cảm ơn cửa hàng positive positive positive positive positive positive	POS	4
chất vải ok mặc rất thoải mái positive positive	POS	5
lần đầu mua hàng thấy cửa hàng đóng gói cẩn thận hàng ghi hạn sử dụng rõ ràng mùi sản phẩm giống chai mình mua ở địa phương positive nagative	POS	4
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh positive positive positive positive positive positive positive positive positive	POS	5
màu notpos  như mẫu	NEG	2
sản phẩm rất đẹp giống như hình positive	POS	5
tấm ghép chuồng siêu đẹp và chắc chắn positive positive	POS	5
sẽ tiếp tục ủng hộ cửa hàng	POS	4
rất thích positive	POS	4
chất lượng sản phẩm tuyệt vời áo đẹp lắm positive positive positive	POS	5
mặc lên rất xinh luôn positive	POS	5
đóng gói cẩn thận positive	POS	4
giao hàng nhanh	POS	4
mà tính tiền 4	NEG	1
chất lượng rất ok đúng như quả ng cáo tôi sẽ tiếp tục ủng hộ s positive positive positive	POS	4
cửa hàng phục vụ rất tốt positive	POS	5
ưng lắm ah positive	POS	5
nhưng hàng notpos 	NEG	1
chất lượng sản phẩm tuyệt vời positive positive	POS	5
áo xinh positive positive	POS	5
giao hàng không như hình	NEG	2
tương đối	POS	4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất tốt đáng tiền lắm nha các bạn positive positive positive	POS	5
bản quốc tế nên khi bật hoặc kết nối có thông báo bằng tiếng anh thay vì tiếng tq rất thích điểm này positive	POS	4
cửa hàng giao sai mẫu nhắn tin cửa hàng còn không tl làm ăn gì kì vậy nagative	NEG	1
chất lượng sản phẩm rất kém positive	NEG	1
sản phẩm tốt đóng gói ok positive positive	POS	5
chất lượng sản phẩm tuyệt vời có cả hộp nữa rất đáng tiền positive positive	POS	5
đường may hơi ẩu chỉ có vắt sổ positive nagative	NEG	2
cửa hàng phục vụ rất tốt vải cũng mát nhưng cái phần bèo nó quá ôm tay khiến cho rất khí cử động nói chung là bình thường với cả giao hàng hơi chậm cảm thấy khá chật positive nagative nagative	NEG	2
hàng như hình 100 nhé cả nhà	NEU	3
túi mùi rất thối phơi nắng 2 ngày rồi vẫn notnag hết  đẹp thì đẹp nhưng vẫn ki đeo được nagative nagative positive positive positive	NEG	1
đóng gói sản phẩm chắc chắn positive	NEU	3
áo rất đẹp mình rất hàng lòng sẽ mua thêm mấy cái nữa positive cảm ơn cửa hàng positive positive	POS	5
hang mac ok lam nha vai co dan positive	POS	5
không còn từ gì để diễn tả positive positive positive	POS	5
chất liệu không mát lắm nhưng đường may khá cẩn thận và màu sắc hình in đẹp nên vẫn ok ạ positive positive positive positive	NEU	3
de thuong	POS	4
mặc rất thoải mái lun positive	POS	5
lằng nhằng mất thời gian	NEG	1
có cái dây trong để trong bao nylon nhỏ hơi bị nhàu nhưng mình ít dùng dây trong nên cũng chấp nhận được nagative positive	NEU	3
giao hàng lại rất nhanh	POS	5
hang chính hãng ok positive	POS	4
áo hơi ngắn hơn mình tưởng nhưng chất vải ok nagative positive	POS	4
rất hài lòng positive	POS	4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền positive 🏼 positive 🏼 positive 🏼 positive 🏼 positive positive positive positive positive	POS	5
chất lượng sản phẩm tuyệt vời quần chất dày dặn thích lắm nha sẽ ủng hộ cửa hàng dài dài lun positive positive positive	POS	5
quần chất hơi mỏng nhưng phù hợp giá tiền thấm hút tốt không bị bí da nagative positive positive	POS	4
còn áo lại dây kéo vàng	NEU	3
chỉ là hơi rộng chút giá mà may bó vào hơn 1 chút nữa thì bao đẹp hơn nhung như thế này cũng đẹp lắm r positive positive positive	POS	4
áo vừa khít chất đẹp positive	POS	4
áo đẹp hơn cả sự mong đợi chất vải suông rất mát positive	POS	5
vải thì nhăn nhúm	NEG	1
cửa hàng tận tình dễ thương đồ đẹp cửa hàng phục vụ rất tốt đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời positive positive positive positive positive positive positive	POS	5
hàng đẹp chất mà mình mặc hơi rộng positive	NEU	3
giá rẻ độ che phủ trung bình	POS	4
có hộp chắc chắn nhưng giấy dễ gãy positive nagative	POS	5
cùng lấy 1 cỡ nhưng cái đen nhỏ hơn cái trắng đến 2 cỡ mất í	NEG	1
chất lượng sản phẩm tuyệt vời vải đẹp cực positive positive positive	POS	5
đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh chưa sử dụng nên notpos đánh giá  được hy vọng tốt như quả ng cáo positive positive positive positive positive positive	POS	5
thời gian giao hàng rất nhanh rất đáng tiền cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời positive positive positive positive positive positive	POS	5
chất lượng sản phẩm tạm được positive positive	NEU	3
chất lượng hơn mong đợi xứng đáng hơn với giá tiền giao hàng rất nhanh dù ở xa positive	POS	5
đường may tốt giao hàng nhanh positive positive	POS	5
đóng gói sản phẩm chắc chắn nhưng không rõ trong quá trình vận chuyển hay sao mà thỏi son bị gãy positive nagative nagative	NEG	2
vải đẹp positive	NEU	3
chất lượng sản phẩm kém vải from bao xấu positive nagative	NEG	1
đóng gói sản phẩm rất đẹp và chắc chắn giao hàng siêu nhanh cửa hàng tư vấn nhiệt tình dễ thương lắm nha positive positive positive positive	POS	5
vận chuyển làm hộp nát méo mó nagative	NEG	2
giao hàng siêu siêu nhanh	POS	5
cửa hàng e bọc rất kỹ kỹ tới mức mất chục phút mới bóc ra được 😹 positive positive positive	POS	5
yêu positive	POS	5
áo xinh positive  positive	POS	4
áo vừa người rất đẹp luôn positive cửa hàng phục vụ rất tốt positive positive	POS	5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh rất đáng tiền thời gian giao hàng rất nhanh positive positive positive positive positive	POS	5
áo đẹp tớ mặc vừa lắm cảm ơn cửa hàng positive positive	POS	5
chất lượng sản phẩm tuyệt vời cửa hàng tư vấn nhiệt tình positive positive positive	POS	5
sản phẩm thì ok cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh nhưng sản phẩm thì hơi nhỏ xin cửa hàng có quả ng cáo thì nên để kích thước để khách dể tham khảo positive positive	NEU	3
nagative chất bình thường nói chung tiền nào của đấy	NEU	3
mọi người không nên mua quần bks này nhé vì quần chất lượng kém hàng đinh 2 bên sườn tự bung hết sẽ thành 2 hàng lỗ bên quần hỏng luôn positive nagative	NEG	1
chất lượng sản phẩm tốt mỗi là shiper lằng nhằng còn mọi thứ ok positive positive positive	NEU	3
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt rất đáng tiền positive positive positive positive positive	POS	5
